Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
10714	H	22000	2/3	49	1KR	0	8	0	0	8
10744	H	22000	5/6	51	1M Europe	0	4	0	0	4
10773	H	22000	3/4	53	1KR	0	5	0	0	5
10803	H	22000	3/4	55	1KR	0	5	0	0	5
10891	H	22000	2/3	61	1M Europe	0	6	0	0	6
10921	H	22000	7/8	63	1KR	0	5	0	0	5
10964	H	22000	2/3	33	1L	0	4	0	0	4
10995	H	22000	5/6	35	1L	0	2	0	0	2
11053	H	22000	2/3	39	1L	0	4	0	0	4
11068	V	22000	5/6	40	1L	0	3	0	0	3
11156	V	22000	5/6	46	1KR	0	1	0	0	1
11186	V	22000	5/6	48	1L	0	1	0	0	1
11229	V	22000	2/3	2	1KR	0	4	0	0	4
11244	H	22000	5/6	3	1KR	0	6	0	0	6
11273	H	22000	2/3	5	1KR	0	6	0	0	6
11288	V	22000	2/3	6	1L	0	3	0	0	3
11303	H	22000	2/3	7	1L	0	2	0	0	2
11347	V	22000	2/3	10	1KR	0	3	0	0	3
11362	H	22000	2/3	11	1KR	0	2	0	0	2
11377	V	22000	2/3	12	1L	0	6	0	0	6
11391	H	22000	5/6	13	1KR	0	1	0	0	1
11406	V	22000	2/3	14	1L	0	1	0	0	1
11421	H	22000	5/6	15	1KR	0	1	0	0	1
11494	H	22000	2/3	19	1N Europe	0	4	0	0	4
11509	V	22000	5/6	20	1L	0	2	0	0	2
11538	V	22000	5/6	22	1L	0	8	0	0	8
11553	H	22000	2/3	23	1L	0	6	0	0	6
11582	H	22000	2/3	25	1N Europe	0	7	0	0	7
11597	V	22000	5/6	26	1L	0	2	0	0	2
11612	H	22000	5/6	27	1M Widebeam	0	4	0	0	4
11627	V	22000	5/6	28	1M Widebeam	0	2	0	0	2
11671	H	22000	2/3	31	1N Europe	0	4	0	0	4
11686	V	22000	5/6	32	1KR	0	1	0	0	1
11836	H	27500	3/4	71	1N Europe	0	6	0	0	6
11856	V	29700	2/3	72	1M Widebeam	0	1	0	0	1
11954	H	27500	3/4	77	1N Europe	0	5	0	0	5
11973	V	27500	3/4	78	1M Widebeam	0	4	0	0	4
12032	H	27500	9/10	81	1N Europe	0	1	0	0	1
12051	V	27500	3/4	82	1M Europe	0	9	0	0	9
12110	H	27500	3/4	85	1M Europe	0	10	0	0	10
12129	V	29700	2/3	86	1N Europe	0	1	0	0	1
12148	H	27500	3/4	87	1N Europe	0	11	0	0	11
12188	H	27500	3/4	89	1L	0	12	0	0	12
12207	V	29700	2/3	90	1N Europe	0	3	0	0	3
12226	H	27500	3/4	91	1L	0	9	0	0	9
12266	H	27500	3/4	93	1M Europe	0	2	0	0	2
12304	H	27500	9/10	95	1N Europe	0	1	0	0	1
12344	H	30000	2/3	97	1M Europe	0	1	0	0	1
12422	H	27500	3/4	101	1M Europe	0	14	0	0	14
12460	H	27500	3/4	103	1M Europe	0	10	0	0	10
12480	V	27500	3/4	104	1M Europe	0	13	0	0	13
12545	H	22000	5/6	107	1L	0	8	0	0	8
12552	V	22000	5/6	108	1N Europe	0	3	0	0	3
12574	H	22000	2/3	109	1L	0	3	0	0	3
12604	H	22000	5/6	111	1N Europe	0	9	0	0	9
12633	H	22000	5/6	113	1N Europe	0	23	0	0	23
12663	H	22000	5/6	115	1N Europe	0	10	0	0	10
12692	H	22000	5/6	117	1N Europe	0	8	0	0	8
