Freq	Pol	SR	FEC	Txp	Beam	R	TV	IMG	DATA	TOTAL
10719	V	27500	3/4	110	HB-13C	0	1	0	0	1
10758	V	27500	3/4	112	HB-13C	0	5	0	0	5
10775	H	29900	3/5	113	HB-13E	0	15	0	0	15
10796	V	27500	3/4	114	HB-13C	0	1	0	0	1
10815	H	27500	5/6	115	HB-13B	0	6	0	0	6
10834	V	27500	3/4	116	HB-13C	0	1	0	0	1
10873	V	27500	3/4	118	HB-13C	0	10	0	0	10
10930	H	30000	2/3	121	HB-13C	0	3	0	0	3
10949	V	27500	3/4	122	HB-13B	0	2	0	0	2
10992	V	27500	2/3	124	HB-13C	0	4	0	0	4
11013	H	29900	3/4	125	HB-13C	0	2	0	0	2
11034	V	27500	3/4	126	HB-13C	0	12	0	0	12
11075	V	30000	3/4	128	HB-13B	0	4	0	0	4
11137	H	27500	3/4	131	HB-13C	0	3	0	0	3
11179	H	27500	3/4	133	HB-13C	0	12	0	0	12
11200	V	27500	5/6	134	HB-13B	0	3	0	0	3
11219	H	29900	3/5	1	HB-13C	0	1	0	0	1
11240	V	27500	3/4	2	HB-13C	0	2	0	0	2
11258	H	27500	3/4	3	HB-13C	0	2	0	0	2
11296	H	27500	5/6	5	HB-13C	0	7	0	0	7
11317	V	27500	3/4	6	HB-13C	0	7	0	0	7
11334	H	27500	3/4	7	HB-13C	0	2	0	0	2
11373	H	27500	3/4	9	HB-13C	0	9	0	0	9
11393	V	27500	3/4	10	HB-13C	0	6	0	0	6
11471	V	27500	3/4	14	HB-13B	0	5	0	0	5
11526	H	29700	2/3	17	HB-13C	0	1	0	0	1
11541	V	22000	5/6	18	HB-13B	0	1	0	0	1
11566	H	29900	3/4	153	HB-13B	0	9	0	0	9
11585	V	27500	5/6	154	HB-13C	0	5	0	0	5
11623	V	27500	3/4	156	HB-13B	0	4	0	0	4
11642	H	27500	3/4	157	HB-13C	0	12	0	0	12
11662	V	27500	3/4	158	HB-13C	0	25	0	0	25
11681	H	27500	3/4	159	HB-13B	0	1	0	0	1
11727	V	29900	3/4	50	HB-13B	0	3	0	0	3
11747	H	27500	3/4	51	HB-13C	0	7	0	0	7
11766	V	29900	3/4	52	HB-13C	0	1	0	0	1
11804	V	27500	2/3	54	HB-13C	0	7	0	0	7
11919	V	29900	5/6	60	HB-13C	0	1	0	0	1
12034	V	29900	5/6	66	HB-13B	0	1	0	0	1
12111	V	27500	3/4	70	HB-13C	0	12	0	0	12
12149	V	27500	3/4	72	HB-13B	0	5	0	0	5
12169	H	27500	3/4	73	HB-13B	0	1	0	0	1
12188	V	27500	3/4	74	HB-13B	0	1	0	0	1
12303	V	27500	3/4	80	HB-13B	0	8	0	0	8
12322	H	27500	3/4	81	HB-13B	0	3	0	0	3
12380	V	27500	3/4	84	HB-13B	0	5	0	0	5
12399	H	29700	2/3	85	HB-13B	0	8	0	0	8
12476	H	29900	3/4	89	HB-13B	0	9	0	0	9
12520	V	27500	5/6	90	HB-13B	0	8	0	0	8
12539	H	30000	5/6	91	HB-13C	0	1	0	0	1
12577	H	27500	3/4	93	HB-13C	0	10	0	0	10
12597	V	27500	3/4	94	HB-13B	0	5	0	0	5
12616	H	29900	5/6	95	HB-13C	0	1	0	0	1
12654	H	27500	5/6	97	HB-13C	0	8	0	0	8
12692	H	27500	3/4	99	HB-13C	0	1	0	0	1
